filename,resource_kind,label,category,subtype,expected_constraint,outcome,predicted_label,latency_ms,denial_messages
compliant/compliant-pod-0270.yaml,Pod,0,none,none,,ADMITTED,0,1739.05,
compliant/compliant-pod-0271.yaml,Pod,0,none,none,,ADMITTED,0,1754.53,
compliant/compliant-pod-0272.yaml,Pod,0,none,none,,ADMITTED,0,1657.25,
compliant/compliant-pod-0273.yaml,Pod,0,none,none,,ADMITTED,0,1740.11,
compliant/compliant-pod-0274.yaml,Pod,0,none,none,,ADMITTED,0,1747.3,
compliant/compliant-pod-0275.yaml,Pod,0,none,none,,ADMITTED,0,1743.64,
compliant/compliant-pod-0276.yaml,Pod,0,none,none,,ADMITTED,0,1584.78,
compliant/compliant-pod-0277.yaml,Pod,0,none,none,,ADMITTED,0,1735.3,
compliant/compliant-pod-0278.yaml,Pod,0,none,none,,ADMITTED,0,1440.22,
compliant/compliant-pod-0279.yaml,Pod,0,none,none,,ADMITTED,0,1757.78,
compliant/compliant-pod-0280.yaml,Pod,0,none,none,,ADMITTED,0,1739.35,
compliant/compliant-pod-0281.yaml,Pod,0,none,none,,ADMITTED,0,1734.96,
compliant/compliant-pod-0282.yaml,Pod,0,none,none,,ADMITTED,0,1800.43,
compliant/compliant-pod-0283.yaml,Pod,0,none,none,,ADMITTED,0,1822.24,
compliant/compliant-pod-0284.yaml,Pod,0,none,none,,ADMITTED,0,1835.05,
compliant/compliant-pod-0285.yaml,Pod,0,none,none,,ADMITTED,0,1857.47,
compliant/compliant-pod-0286.yaml,Pod,0,none,none,,ADMITTED,0,1809.41,
compliant/compliant-pod-0287.yaml,Pod,0,none,none,,ADMITTED,0,1768.89,
compliant/compliant-pod-0288.yaml,Pod,0,none,none,,ADMITTED,0,1706.76,
compliant/compliant-pod-0289.yaml,Pod,0,none,none,,ADMITTED,0,1820.62,
compliant/compliant-pod-0290.yaml,Pod,0,none,none,,ADMITTED,0,1857.65,
compliant/compliant-pod-0291.yaml,Pod,0,none,none,,ADMITTED,0,1752.03,
compliant/compliant-pod-0292.yaml,Pod,0,none,none,,ADMITTED,0,1703.35,
compliant/compliant-pod-0293.yaml,Pod,0,none,none,,ADMITTED,0,1589.25,
compliant/compliant-pod-0294.yaml,Pod,0,none,none,,ADMITTED,0,1459.57,
compliant/compliant-pod-0295.yaml,Pod,0,none,none,,ADMITTED,0,1363.88,
compliant/compliant-pod-0296.yaml,Pod,0,none,none,,ADMITTED,0,1437.52,
compliant/compliant-pod-0297.yaml,Pod,0,none,none,,ADMITTED,0,1385.9,
compliant/compliant-pod-0298.yaml,Pod,0,none,none,,ADMITTED,0,1785.88,
compliant/compliant-pod-0299.yaml,Pod,0,none,none,,ADMITTED,0,2059.18,
compliant/compliant-pod-0300.yaml,Pod,0,none,none,,ADMITTED,0,2109.48,
compliant/compliant-pod-0301.yaml,Pod,0,none,none,,ADMITTED,0,1983.09,
compliant/compliant-pod-0302.yaml,Pod,0,none,none,,ADMITTED,0,1936.94,
compliant/compliant-pod-0303.yaml,Pod,0,none,none,,ADMITTED,0,1882.08,
compliant/compliant-pod-0304.yaml,Pod,0,none,none,,ADMITTED,0,1959.63,
compliant/compliant-pod-0305.yaml,Pod,0,none,none,,ADMITTED,0,1868.84,
compliant/compliant-pod-0306.yaml,Pod,0,none,none,,ADMITTED,0,1815.68,
compliant/compliant-pod-0307.yaml,Pod,0,none,none,,ADMITTED,0,1946.23,
compliant/compliant-pod-0308.yaml,Pod,0,none,none,,ADMITTED,0,1769.26,
compliant/compliant-pod-0309.yaml,Pod,0,none,none,,ADMITTED,0,1865.4,
compliant/compliant-pod-0310.yaml,Pod,0,none,none,,ADMITTED,0,1862.8,
compliant/compliant-pod-0311.yaml,Pod,0,none,none,,ADMITTED,0,1657.77,
